time [ms],altitude [cm],airspeed [x0.01 m/s],angle_of_attack [x0.1 deg],airdata_pressure [hPa],airdata_temperature [degC],rotation [x0.1 rpm],rotation_voltage [0.01 V],elevator_angle [deg],rudder_angle [deg],trim [deg],trim_sign,servo_received,screen_toggle,pitch [x0.1 deg],roll [x0.1 deg],gyro_temperature [x0.01 degC],servo_voltage [x0.01 V],servo_current [x0.01 A],main_voltage [x0.01 V],temperature [x0.01 degC],pressure [x0.01 hPa],humidity [x0.01 p.c.],GPS_time (GMT+9:00),latitude [x0.000001 deg],longitude [x0.000001 deg],GPS_altitude [x0.1 cm]
00836972,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-019,-038,2500,0794,0017,0780,2739,101206,6576,05:57:00,34473281,133487435,00091
00837472,0119,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-027,-043,2495,0794,0018,0780,2739,101203,6573,05:57:00,34473281,133487435,00091
00837972,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-034,-035,2486,0793,0022,0780,2740,101207,6571,05:57:00,34473281,133487435,00091
00838472,0081,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-072,-038,2486,0794,0022,0780,2740,101206,6567,05:57:00,34473281,133487435,00091
00839012,0079,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-025,-041,2495,0793,0020,0780,2740,101206,6562,05:57:00,34473281,133487435,00091
00839512,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-038,-051,2486,0793,0020,0782,2741,101209,6560,05:57:00,34473281,133487435,00091
00840012,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-014,-029,2477,0794,0020,0780,2742,101205,6558,05:57:00,34473281,133487435,00091
00840512,0075,0000,2921,1017,25,0000,373,090,090,00,+,1,0,-055,-051,2486,0794,0018,0782,2743,101206,6555,05:57:20,34473281,133487435,00090
00841012,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-043,-083,2495,0794,0020,0782,2744,101208,6555,05:57:20,34473281,133487435,00090
00841551,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-024,-033,2495,0794,0020,0780,2745,101204,6555,05:57:21,34473281,133487435,00090
00842051,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-016,-046,2500,0794,0018,0780,2745,101207,6552,05:57:22,34473281,133487435,00090
00842551,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-011,-048,2495,0796,0018,0780,2744,101205,6548,05:57:22,34473281,133487435,00090
00843051,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-028,-042,2491,0794,0021,0780,2745,101206,6546,05:57:22,34473281,133487435,00090
00843551,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-028,-033,2491,0794,0021,0780,2745,101203,6542,05:57:23,34473281,133524383,00000
00844082,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-027,-050,2491,0794,0013,0780,2746,101205,6544,05:57:23,34473281,133524383,00000
00844589,0079,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-033,-051,2495,0794,0013,0780,2747,101206,6539,05:57:24,34473281,133487435,00000
00845125,0079,0000,2917,1017,25,0000,373,090,090,00,+,1,0,-026,-045,2495,0794,0022,0780,2747,101206,6537,05:57:24,34473281,133487435,00000
00846328,0077,0000,2921,1017,25,0000,373,090,090,00,+,1,0,-024,-042,2495,0794,0022,0780,2749,101205,6534,05:57:24,34473281,133487435,00000
00846828,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-019,-039,2505,0794,0014,0780,2749,101202,6534,05:57:24,34473281,133487435,00000
00847338,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-036,-050,2486,0796,0009,0780,2750,101205,6532,05:57:24,34473281,133487435,00000
00847838,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-021,-037,2495,0796,0009,0782,2751,101204,6531,05:57:24,34473281,133487435,00000
00848436,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-044,-042,2495,0794,0021,0780,2752,101201,6526,05:57:24,34473281,133487435,00000
00848936,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-023,-049,2500,0794,0020,0782,2752,101202,6527,05:57:24,34473281,133487435,00000
00849444,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-012,-047,2495,0794,0020,0780,2752,101207,6526,05:57:24,34473281,133487435,00000
00849944,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-032,-042,2495,0794,0018,0782,2752,101200,6524,05:57:24,34473281,133487435,00000
00850446,0081,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-012,-035,2495,0794,0022,0780,2752,101201,6523,05:57:24,34473281,133487435,00000
00850946,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-014,-039,2495,0794,0018,0780,2752,101203,6521,05:57:24,34473281,133487435,00000
00851446,0079,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-025,-043,2495,0794,0012,0782,2753,101201,6520,05:57:24,34473281,133487435,00000
00851946,0079,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-021,-045,2500,0794,0019,0780,2754,101202,6519,05:57:24,34473281,133487435,00000
00852446,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-011,-051,2500,0794,0021,0780,2754,101203,6520,05:57:24,34473281,133487435,00000
00852946,0079,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-024,-047,2505,0794,0017,0782,2756,101204,6521,05:57:24,34473281,133487435,00000
00853446,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-043,-045,2505,0796,0008,0780,2757,101205,6519,05:57:24,34473281,133487435,00000
00853946,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-027,-041,2495,0794,0020,0780,2756,101204,6516,05:57:24,34473281,133487435,00000
00854446,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-027,-043,2491,0792,0021,0780,2756,101202,6515,05:57:24,34473281,133487435,00000
00854946,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-031,-039,2500,0794,0021,0780,2757,101202,6513,05:57:24,34473281,133487435,00000
00855446,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-009,-047,2491,0793,0023,0780,2758,101205,6512,05:57:24,34473281,133487435,00000
00855946,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-013,-045,2505,0784,0028,0780,2758,101204,6511,05:57:24,34473281,133487435,00000
00856446,0073,0000,2921,1017,25,0000,373,090,090,00,+,1,0,-032,-041,2505,0794,0016,0780,2759,101205,6510,05:57:24,34473281,133487435,00000
00856946,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-021,-037,2500,0794,0016,0780,2759,101204,6509,05:57:24,34473281,133487435,00000
00857446,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-024,-045,2505,0794,0023,0780,2760,101203,6505,05:57:24,34473281,133487435,00000
00857946,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-029,-042,2495,0794,0022,0780,2761,101204,6505,05:57:24,34473281,133487435,00000
00858446,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-023,-046,2510,0794,0017,0780,2760,101205,6503,05:57:24,34473281,133487435,00000
00858946,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-025,-043,2505,0794,0017,0780,2760,101203,6502,05:57:24,34473281,133487435,00000
00859446,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-013,-044,2500,0794,0019,0780,2760,101203,6497,05:57:24,34473281,133487435,00000
00859947,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-023,-046,2500,0793,0021,0782,2760,101201,6496,05:57:24,34473281,133487435,00000
00860447,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-022,-041,2500,0794,0021,0780,2762,101201,6493,05:57:24,34473281,133487435,00000
00860947,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-027,-044,2514,0796,0013,0780,2762,101204,6492,05:57:24,34473281,133487435,00000
00861448,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-027,-039,2510,0794,0025,0780,2763,101202,6490,05:57:24,34473281,133487435,00000
00861948,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-026,-051,2505,0794,0017,0780,2763,101203,6486,05:57:24,34473281,133487435,00000
00862448,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-018,-042,2500,0793,0024,0780,2763,101204,6480,05:57:24,34473281,133487435,00000
00862948,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-027,-045,2510,0794,0020,0780,2762,101201,6478,05:57:24,34473281,133487435,00000
00863448,0079,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-022,-036,2510,0794,0026,0780,2762,101204,6476,05:57:24,34473281,133487435,00000
00863948,0081,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-009,-043,2505,0794,0016,0780,2763,101204,6472,05:57:24,34473281,133487435,00000
00864448,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-024,-042,2495,0794,0010,0780,2764,101203,6469,05:57:24,34473281,133487435,00000
00864948,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-020,-046,2510,0794,0024,0780,2765,101202,6467,05:57:24,34473281,133487435,00000
00865448,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-015,-055,2519,0794,0020,0780,2765,101205,6466,05:57:24,34473281,133487435,00000
00865948,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-022,-054,2514,0794,0016,0780,2766,101201,6463,05:57:24,34473281,133487435,00000
00866448,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-036,-054,2510,0794,0021,0780,2767,101203,6462,05:57:24,34473281,133487435,00000
00866948,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-024,-039,2500,0794,0022,0780,2767,101206,6460,05:57:24,34473281,133487435,00000
00867448,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-022,-046,2510,0794,0024,0780,2767,101205,6458,05:57:24,34473281,133487435,00000
00867948,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-021,-045,2510,0794,0021,0780,2766,101203,6455,05:57:24,34473281,133487435,00000
00868448,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-022,-054,2514,0796,0013,0780,2767,101206,6457,05:57:24,34473281,133487435,00000
00868948,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-020,-041,2505,0793,0026,0780,2767,101204,6450,05:57:24,34473281,133487435,00000
00869448,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-030,-045,2510,0794,0023,0780,2768,101203,6450,05:57:24,34473281,133487435,00000
00869948,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-028,-042,2500,0794,0020,0780,2769,101203,6448,05:57:24,34473281,133487435,00000
00870448,0073,0000,2921,1017,25,0000,377,090,090,00,+,1,0,-018,-046,2505,0793,0032,0780,2770,101204,6445,05:57:24,34473281,133487435,00000
00870948,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-025,-039,2514,0794,0024,0780,2769,101204,6443,05:57:24,34473281,133487435,00000
00871448,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-027,-042,2519,0794,0024,0780,2770,101207,6442,05:57:24,34473281,133487435,00000
00871948,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-019,-048,2510,0793,0028,0780,2771,101206,6442,05:57:24,34473281,133487435,00000
00872448,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-026,-038,2510,0794,0023,0780,2771,101205,6441,05:57:24,34473281,133487435,00000
00872948,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-024,-048,2510,0794,0022,0780,2771,101203,6441,05:57:24,34473281,133487435,00000
00873448,0075,0000,2917,1017,25,0000,375,090,090,00,+,1,0,-021,-039,2514,0794,0017,0780,2772,101202,6439,05:57:24,34473281,133487435,00000
00873948,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-027,-038,2519,0794,0017,0780,2773,101205,6439,05:57:24,34473281,133487435,00000
00874448,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-023,-035,2500,0794,0009,0780,2773,101206,6438,05:57:24,34473281,133487435,00000
00874948,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-032,-036,2514,0793,0026,0780,2774,101206,6435,05:57:24,34473281,133487435,00000
00875448,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-029,-044,2514,0787,0027,0780,2774,101205,6432,05:57:24,34473281,133487435,00000
00875948,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-020,-045,2510,0793,0026,0780,2774,101202,6430,05:57:24,34473281,133487435,00000
00876448,0079,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-025,-045,2514,0788,0025,0780,2774,101204,6429,05:57:24,34473281,133487435,00000
00876948,0079,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-021,-039,2505,0794,0017,0780,2776,101205,6428,05:57:24,34473281,133487435,00000
00877448,0075,0000,2917,1017,25,0000,375,090,090,00,+,1,0,-025,-043,2505,0794,0027,0780,2777,101206,6427,05:57:24,34473281,133487435,00000
00877948,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-020,-048,2510,0792,0022,0780,2777,101205,6426,05:57:24,34473281,133487435,00000
00878448,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-018,-043,2510,0794,0025,0780,2777,101203,6422,05:57:24,34473281,133487435,00000
00878948,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-026,-041,2519,0793,0025,0780,2776,101204,6419,05:57:24,34473281,133487435,00000
00879448,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-018,-037,2514,0794,0025,0780,2776,101202,6418,05:57:24,34473281,133487435,00000
00879948,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-019,-043,2514,0794,0021,0780,2778,101206,6416,05:57:24,34473281,133487435,00000
00880448,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-026,-050,2524,0794,0024,0780,2778,101206,6413,05:57:24,34473281,133487435,00000
00880948,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-023,-043,2510,0793,0014,0780,2778,101207,6411,05:57:24,34473281,133487435,00000
00881448,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-017,-045,2510,0794,0018,0780,2779,101203,6410,05:58:01,34473281,133487435,00090
00881948,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-023,-042,2524,0794,0023,0780,2779,101204,6409,05:58:01,34473281,133487435,00090
00882448,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-025,-048,2510,0792,0025,0780,2779,101203,6406,05:58:01,34473281,133487435,00090
00882948,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-025,-047,2524,0794,0025,0780,2780,101203,6404,05:58:01,34473281,133487435,00090
00883448,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-019,-039,2514,0796,0013,0780,2780,101203,6403,05:58:01,34473281,133487435,00090
00883948,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-018,-041,2528,0793,0023,0780,2781,101204,6401,05:58:01,34473281,133487435,00090
00884448,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-030,-047,2510,0794,0025,0780,2780,101204,6401,05:58:04,34473281,133487435,00090
00884948,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-028,-049,2514,0793,0026,0780,2780,101203,6397,05:58:04,34473281,133487435,00090
00885448,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-019,-048,2514,0794,0022,0780,2781,101204,6396,05:58:04,34473281,133487435,00090
00885948,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-017,-037,2519,0794,0025,0780,2781,101204,6394,05:58:04,34473281,133487435,00090
00886448,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-021,-040,2519,0794,0021,0780,2781,101206,6393,05:58:04,34473281,133487435,00090
00886948,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-022,-045,2519,0796,0014,0780,2781,101205,6392,05:58:04,34473281,133487435,00090
00887448,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-024,-041,2524,0794,0027,0780,2782,101203,6391,05:58:07,34473281,133487435,00090
00887948,0079,0000,2921,1017,25,0000,373,090,090,00,+,1,0,-018,-041,2519,0793,0026,0780,2783,101205,6388,05:58:07,34473281,133487435,00090
00888448,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-024,-044,2514,0783,0024,0780,2783,101204,6387,05:58:07,34473281,133487435,00090
00888948,0079,0000,2921,1017,25,0000,373,090,090,00,+,1,0,-028,-039,2519,0794,0022,0780,2782,101205,6386,05:58:07,34473281,133487435,00090
00889448,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-023,-047,2510,0794,0026,0780,2783,101206,6385,05:58:09,34473281,133487435,00090
00889948,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-027,-044,2519,0794,0028,0780,2783,101204,6385,05:58:09,34473281,133487435,00090
00890448,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-024,-046,2524,0794,0023,0780,2784,101204,6386,05:58:10,34473281,133487435,00090
00890948,0077,0000,2921,1017,25,0000,373,090,090,00,+,1,0,-027,-041,2514,0794,0024,0780,2784,101205,6387,05:58:10,34473281,133487435,00090
00891448,0075,0000,2921,1017,25,0000,373,090,090,00,+,1,0,-022,-047,2519,0796,0010,0780,2782,101204,6392,05:58:11,34473281,133487435,00090
00891948,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-027,-043,2514,0794,0019,0780,2783,101204,6393,05:58:11,34473281,133487435,00090
00892470,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-029,-042,2519,0794,0020,0780,2783,101205,6394,05:58:12,34473281,133487435,00090
00892971,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-019,-045,2519,0787,0013,0780,2784,101207,6397,05:58:12,34473281,133487435,00090
00893507,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-024,-039,2510,0791,0024,0780,2783,101204,6395,05:58:13,34473281,133487435,00090
00894018,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-022,-046,2514,0793,0024,0780,2783,101207,6396,05:58:14,34473281,133487435,00090
00894520,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-026,-039,2524,0793,0024,0780,2783,101206,6396,05:58:14,34473281,133487435,00090
00895293,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-025,-046,2524,0793,0024,0780,2784,101206,6394,05:58:14,34473281,133487435,00090
00895793,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-029,-044,2510,0788,0024,0780,2783,101203,6395,05:58:14,34473281,133487435,00090
00896304,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-021,-029,2519,0794,0023,0780,2784,101205,6393,05:58:14,34473281,133487435,00090
00896804,0073,0000,2921,1017,25,0000,373,090,090,00,+,1,0,-023,-042,2514,0794,0023,0780,2783,101203,6396,05:58:14,34473281,133487435,00090
00897347,0079,0000,2921,1017,25,0000,373,090,090,00,+,1,0,-026,-037,2519,0794,0023,0780,2784,101204,6393,05:58:14,34473281,133487435,00090
00897847,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-030,-044,2514,0793,0022,0780,2784,101202,6394,05:58:14,34473281,133487435,00090
00898347,0075,0000,2921,1017,25,0000,377,090,090,00,+,1,0,-019,-043,2524,0794,0019,0780,2785,101205,6396,05:58:14,34473281,133487435,00090
00898847,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-023,-047,2519,0794,0019,0780,2785,101204,6393,05:58:14,34473281,133487435,00090
00899358,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-018,-039,2524,0794,0022,0780,2784,101203,6392,05:58:14,34473281,133487435,00090
00899858,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-020,-039,2524,0794,0025,0780,2784,101206,6390,05:58:14,34473281,133487435,00090
00900358,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-027,-045,2510,0794,0019,0780,2784,101208,6391,05:58:14,34473281,133487435,00090
00900860,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-023,-044,2519,0794,0019,0780,2783,101204,6391,05:58:14,34473281,133487435,00090
00901424,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-016,-044,2524,0794,0019,0780,2783,101203,6390,05:58:14,34473281,133487435,00090
00901924,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-021,-040,2524,0793,0030,0780,2783,101204,6390,05:58:14,34473281,133487435,00090
00902424,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-016,-041,2514,0792,0024,0780,2783,101206,6391,05:58:14,34473281,133487435,00090
00902924,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-018,-043,2528,0793,0023,0779,2783,101205,6390,05:58:22,34473281,000000000,00000
00903424,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-023,-039,2510,0792,0025,0780,2783,101203,6390,05:58:22,34473281,000000000,00000
00903924,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-020,-046,2519,0793,0024,0780,2782,101207,6389,05:58:22,34473281,000000000,00000
00904424,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-024,-043,2514,0794,0022,0780,2782,101205,6391,05:58:22,34473281,000000000,00000
00904924,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-023,-042,2524,0790,0022,0780,2783,101206,6391,05:58:22,34473281,000000000,00000
00905424,0073,0000,2921,1017,25,0000,373,090,090,00,+,1,0,-022,-038,2514,0793,0027,0780,2781,101203,6392,05:58:22,34473281,000000000,00000
00905924,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-023,-043,2514,0794,0022,0780,2782,101202,6393,05:58:22,34473281,000000000,00000
00906424,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-024,-043,2519,0790,0028,0780,2783,101204,6393,05:58:22,34473281,000000000,00000
00906924,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-021,-043,2514,0794,0016,0780,2783,101204,6393,05:58:22,34473281,000000000,00000
00907424,0073,0000,2921,1017,25,0000,373,090,090,00,+,1,0,-022,-040,2524,0794,0021,0780,2783,101203,6393,05:58:22,34473281,000000000,00000
00907924,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-027,-039,2510,0794,0022,0780,2783,101203,6393,05:58:22,34473281,000000000,00000
00908424,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-023,-038,2524,0794,0015,0780,2782,101203,6394,05:58:28,34473281,133487435,00089
00908924,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-029,-038,2514,0793,0025,0780,2782,101204,6394,05:58:28,34473281,133487435,00089
00909424,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-020,-039,2524,0794,0022,0780,2782,101203,6393,05:58:28,34473281,133487435,00089
00909924,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-020,-040,2514,0796,0007,0780,2782,101204,6392,05:58:28,34473281,133487435,00089
00910424,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-022,-033,2510,0793,0022,0780,2782,101202,6392,05:58:30,34473281,133487435,00089
00910924,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-025,-035,2510,0794,0018,0780,2781,101206,6392,05:58:30,34473281,133487435,00089
00911424,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-019,-039,2528,0793,0027,0780,2781,101203,6392,05:58:31,34473281,133487435,00089
00911924,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-023,-040,2524,0793,0025,0780,2781,101203,6392,05:58:31,34473281,133487435,00089
00912424,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-026,-039,2524,0792,0021,0780,2781,101205,6393,05:58:31,34473281,133487435,00089
00912924,0075,0000,2921,1017,25,0000,373,090,090,00,+,1,0,-022,-041,2524,0794,0014,0780,2782,101206,6392,05:58:31,34473281,133487435,00089
00913424,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-013,-034,2524,0793,0026,0780,2781,101205,6389,05:58:31,34473281,133487435,00089
00913924,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-027,-033,2524,0793,0025,0780,2781,101205,6389,05:58:31,34473281,133487435,00089
00914424,0079,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-027,-036,2519,0793,0025,0780,2781,101204,6389,05:58:34,34473281,133487435,00089
00914924,0079,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-019,-038,2524,0794,0018,0780,2781,101206,6389,05:58:34,34473281,133487435,00089
00915424,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-023,-041,2514,0793,0025,0780,2780,101204,6388,05:58:35,34473281,133487435,00089
00915924,0079,0000,2917,1017,25,0000,375,090,090,00,+,1,0,-027,-035,2524,0794,0027,0780,2780,101205,6388,05:58:35,34473281,133487435,00089
00916424,0077,0000,2921,1017,25,0000,373,090,090,00,+,1,0,-023,-030,2519,0793,0022,0780,2780,101206,6388,05:58:36,34473281,133487435,00089
00916924,0077,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-018,-040,2533,0794,0023,0780,2780,101208,6388,05:58:36,34473281,133487435,00089
00917424,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-019,-039,2524,0793,0025,0780,2780,101205,6389,05:58:37,34473281,133487435,00089
00917924,0075,0000,2921,1017,25,0000,373,090,090,00,+,1,0,-025,-035,2519,0794,0016,0780,2779,101204,6388,05:58:37,34473281,133487435,00089
00918424,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-022,-033,2514,0793,0026,0780,2779,101206,6391,05:58:38,34473281,133487435,00089
00918924,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-022,-031,2533,0794,0017,0780,2778,101203,6388,05:58:38,34473281,133487435,00089
00919424,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-022,-038,2514,0794,0023,0780,2776,101206,6386,05:58:38,34473281,133487435,00089
00919924,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-026,-032,2510,0793,0027,0780,2775,101203,6386,05:58:38,34473281,133487435,00089
00920424,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-027,-028,2514,0793,0029,0780,2774,101202,6386,05:58:40,34473281,133487435,00089
00920924,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-019,-033,2519,0794,0017,0780,2772,101202,6387,05:58:40,34473281,133487435,00089
00921424,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-022,-038,2519,0792,0030,0780,2772,101203,6388,05:58:41,34473281,133487435,00089
00921924,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-031,-037,2514,0793,0028,0780,2771,101202,6389,05:58:41,34473281,133487435,00089
00922424,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-021,-025,2514,0794,0015,0780,2771,101205,6391,05:58:42,34473281,133487435,00089
00922924,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-019,-035,2510,0792,0013,0780,2771,101204,6394,05:58:42,34473281,133487435,00089
00923424,0073,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-029,-043,2514,0794,0022,0780,2771,101203,6394,05:58:43,34473281,133487435,00089
00923924,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-026,-033,2514,0793,0024,0780,2770,101204,6394,05:58:43,34473281,133487435,00089
00924424,0075,0000,2921,1017,25,0000,375,090,090,00,+,1,0,-023,-036,2514,0791,0025,0780,2770,101203,6394,05:58:44,34473281,133487435,00089
