time [ms],altitude [cm],airspeed [x0.01 m/s],angle_of_attack [x0.1 deg],airdata_pressure [hPa],airdata_temperature [degC],rotation [x0.1 rpm],rotation_voltage [0.01 V],elevator_angle,rudder_angle,trim,trim_sign,servo_received,screen_toggle,pitch [x0.1 deg],roll [x0.1 deg],gyro_temperature [x0.01 degC],servo_voltage [x0.01 V],servo_current [x0.01 A],main_voltage [x0.01 V],temperature [x0.01 degC],pressure [x0.01 hPa],humidity [x0.01 p.c.],GPS_time (GMT+9:00),latitude [x0.000001 deg],longitude [x0.000001 deg],GPS_altitude [x0.1 cm]
00074072,0086,0000,0000,0000,00,0000,000,105,002,11,+,1,0,-040,-014,2561,0794,0033,0762,2829,101212,7914,
00074572,0086,0000,0000,0000,00,0000,000,105,001,11,+,1,0,-040,-010,2561,0793,0038,0762,2830,101210,7910,
00075072,0084,0000,0000,0000,00,0000,000,105,002,11,+,1,0,-040,-002,2566,0792,0043,0764,2830,101210,7904,
00075572,0086,0000,0000,0000,00,0000,000,104,013,11,+,1,0,-046,-014,2566,0793,0054,0762,2832,101207,7899,
00076072,0086,0000,0000,0000,00,0000,000,102,084,11,+,1,0,-039,-030,2571,0792,0076,0762,2833,101207,7895,
00076572,0086,0000,0000,0000,00,0000,000,099,128,11,+,1,0,-038,+000,2571,0793,0033,0762,2834,101208,7889,
00077072,0086,0000,0000,0000,00,0000,000,101,178,11,+,1,0,-038,-027,2561,0794,0015,0762,2835,101207,7884,
00077572,0088,0000,0000,0000,00,0000,000,101,099,11,+,1,0,-042,-034,2566,0793,0035,0762,2835,101208,7880,
00078072,0088,0000,0000,0000,00,0000,000,106,034,11,+,1,0,-012,-008,2561,0794,0032,0762,2836,101209,7877,
00078572,0088,0000,0000,0000,00,0000,000,107,002,11,+,1,0,-029,-023,2566,0794,0014,0762,2837,101208,7872,
00079072,0088,0000,0000,0000,00,0000,000,101,094,11,+,1,0,-043,-036,2571,0793,0071,0762,2837,101208,7868,
00079572,0088,0000,0000,0000,00,0000,000,101,089,11,+,1,0,-048,+010,2571,0793,0043,0762,2838,101208,7863,
00080072,0086,0000,0000,0000,00,0000,000,101,090,11,+,1,0,-034,-038,2561,0794,0023,0764,2838,101206,7860,
00080572,0086,0000,0000,0000,00,0000,000,101,089,11,+,1,0,-032,-014,2566,0794,0024,0762,2839,101207,7855,
00081072,0086,0000,0000,0000,00,0000,000,101,089,11,+,1,0,-036,-013,2566,0794,0025,0762,2840,101209,7851,
00081572,0086,0000,0000,0000,00,0000,000,101,089,11,+,1,0,-040,-023,2580,0793,0028,0762,2841,101206,7846,
